ID Punto;Iluminación;¿Qué veo?;Visibilidad;Presencia de personas;Seguridad;Estado del Sendero;Transporte;Presencia mixta;Índice de seguridad;Dirección;Código Localidad;Nombre Localidad;Coordenada X;Coordenada Y
15529;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06470000000;4,66389999911
15530;Suficiente;Bastante visible;Algunos miran;Pocas personas;Moderada;Bueno;Cerca;No hay diversidad;Alto;Engativá, Bogotá, Bogota, Colombia;10;Engativá;-74,11000000030;4,68759999983
15531;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10460000020;4,69270000048
15532;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06400000020;4,66259999946
15533;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Engativá, Bogotá, Bogota, Colombia;10;Engativá;-74,11050000040;4,68579999916
15534;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10520000010;4,69189999998
15535;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06439999960;4,66169999912
15536;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,11070000010;4,68480000086
15537;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10589999980;4,69119999930
15538;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AC 72 - Kr 22, Bogotá, Colombia;12;Barrios Unidos;-74,06649999970;4,66259999946
15539;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,11070000010;4,68480000086
15540;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10489999970;4,69060000032
15541;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06589999980;4,66339999996
15542;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay diversidad;Alto;Engativá, Bogotá, Bogota, Colombia;10;Engativá;-74,11099999960;4,68390000053
15543;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10500000040;4,69150000066
15544;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Tv 85 - Cl 63F, Bogotá, Colombia;10;Engativá;-74,11130000000;4,68270000070
15545;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06580000000;4,66449999996
15546;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;Cl 71 - Kr 81, Bogotá, Colombia;10;Engativá;-74,10390000050;4,69160000049
15547;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AC 63 - Tv 85, Bogotá, Colombia;10;Engativá;-74,11149999960;4,68139999919
15548;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Cl 71 - Kr 81, Bogotá, Colombia;10;Engativá;-74,10379999970;4,69229999930
15549;Brillante;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06649999970;4,66379999928
15550;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Engativá, Bogotá, Bogota, Colombia;10;Engativá;-74,11060000020;4,68060000055
15551;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 24 - AC 72, Bogotá, Colombia;12;Barrios Unidos;-74,06680000010;4,66369999945
15552;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10340000040;4,69180000015
15553;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 63 - Kr 77A, Bogotá, Colombia;10;Engativá;-74,10960000010;4,67980000004
15554;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Alcazares Norte, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06630000010;4,66489999928
15555;Poca;Bastante visible;Muchos miran;Pocas personas;Minima;Justo;A distancia;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10300000010;4,69089999981
15556;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;AK 24 - Cl 74A, Bogotá, Colombia;12;Barrios Unidos;-74,06639999990;4,66579999961
15557;Suficiente;Bastante visible;Altamente visible;Pocas personas;Moderada;Bueno;A distancia;Hay algo de diversidad;Alto;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10219999960;4,69030000083
15558;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10869999970;4,67989999987
15559;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Alcazares Norte, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06580000000;4,66669999994
15560;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10140000000;4,68969999999
15561;Suficiente;Bastante visible;Algunos miran;Pocas personas;Moderada;Bueno;Muy Cerca;No hay diversidad;Alto;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10800000000;4,68070000038
15562;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Alcazares Norte, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06520000010;4,66760000028
15563;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10049999970;4,69030000083
15564;Suficiente;Bastante visible;Algunos miran;Pocas personas;Buena;Justo;Muy Cerca;No hay diversidad;Alto;Kr 77A - Cl 64B, Bogotá, Colombia;10;Engativá;-74,10749999990;4,68139999919
15565;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Alcazares Norte, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06539999970;4,66860000044
15566;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;Hay algo de diversidad;Muy Alto;AC 72 - Kr 77A, Bogotá, Colombia;10;Engativá;-74,10039999990;4,69140000083
15567;Suficiente;Bastante visible;Muchos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;364A05, Bogotá, Colombia;10;Engativá;-74,10680000020;4,68219999969
15568;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Alcazares Norte, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06580000000;4,66789999977
15569;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10639999990;4,68290000036
15570;Brillante;Bastante visible;Muchos miran;Desierto;Buena;Bueno;Muy Cerca;No hay diversidad;Alto;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10290000030;4,68999999948
15571;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Alcazares Norte, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06630000010;4,66719999909
15572;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Kr 77A - Cl 64J, Bogotá, Colombia;10;Engativá;-74,10630000010;4,68370000087
15573;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10350000020;4,68920000084
15574;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Alcazares Norte, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06690000000;4,66620000079
15575;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Kr 77A - Cl 64J, Bogotá, Colombia;10;Engativá;-74,10620000030;4,68410000019
15576;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Cl 74 - Kr 27, Bogotá, Colombia;12;Barrios Unidos;-74,06769999950;4,66579999961
15577;Suficiente;Bastante visible;Altamente visible;Pocas personas;Minima;Justo;Muy Cerca;No hay diversidad;Alto;Cl 69A - Kr 77C, Bogotá, Colombia;10;Engativá;-74,10300000010;4,68909999914
15578;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10670000040;4,68380000070
15579;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Justo;Cerca;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06730000020;4,66669999994
15580;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Kr 77A - Cl 69A, Bogotá, Colombia;10;Engativá;-74,10240000020;4,68850000016
15581;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10709999970;4,68420000002
15582;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06680000010;4,66760000028
15583;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;Hay algo de diversidad;Alto;Kr 77A - Cl 69A, Bogotá, Colombia;10;Engativá;-74,10230000040;4,68789999932
15584;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10749999990;4,68439999968
15585;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06599999960;4,66870000027
15586;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10780000030;4,68469999917
15587;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Boyaca Real, Bogotá, Bogota, Colombia;10;Engativá;-74,10219999960;4,68720000051
15588;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Juan XXIII, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06659999960;4,66929999925
15589;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10769999960;4,68520000018
15590;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Boyaca Real, Bogotá, Bogota, Colombia;10;Engativá;-74,10180000030;4,68700000085
15591;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06740000010;4,66829999909
15592;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10830000040;4,68500000052
15593;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,10120000040;4,68779999949
15594;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06819999960;4,66750000045
15595;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;Cl 64H - Kr 80A, Bogotá, Colombia;10;Engativá;-74,10890000030;4,68429999985
15596;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,10080000010;4,68850000016
15597;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Kr 28 - Cl 75, Bogotá, Colombia;12;Barrios Unidos;-74,06879999950;4,66669999994
15598;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10929999970;4,68370000087
15599;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,10030000000;4,68810000084
15600;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Cl 74 - Kr 27, Bogotá, Colombia;12;Barrios Unidos;-74,06800000000;4,66559999995
15601;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Cl 66A - Kr 86A, Bogotá, Colombia;10;Engativá;-74,10989999960;4,69019999914
15602;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,10010000040;4,68909999914
15603;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Once de Noviembre, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06840000020;4,66579999961
15604;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Kr 87 - Cl 67, Bogotá, Colombia;10;Engativá;-74,11060000020;4,69070000015
15605;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,09920000010;4,68920000084
15606;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Kr 28 - Cl 75, Bogotá, Colombia;12;Barrios Unidos;-74,06919999980;4,66740000062
15607;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AV. C. de Cali - CL 68, Bogotá, Colombia;10;Engativá;-74,10900000020;4,69040000066
15608;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Kr 74A - Cl 71A, Bogotá, Colombia;10;Engativá;-74,09810000010;4,68840000033
15609;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06850000010;4,66819999926
15610;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;Kr 87 - Cl 67, Bogotá, Colombia;10;Engativá;-74,10960000010;4,69109999947
15611;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,09829999970;4,68789999932
15612;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06790000010;4,66889999993
15613;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AV. C. de Cali - CL 68, Bogotá, Colombia;10;Engativá;-74,10850000010;4,69070000015
15614;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,09920000010;4,68799999915
15615;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Juan XXIII, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06730000020;4,66970000044
15616;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Clarita, Bogotá, Bogota, Colombia;10;Engativá;-74,10800000000;4,69170000032
15617;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Juan XXIII, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06790000010;4,66999999993
15618;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,09989999980;4,68730000034
15619;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AV. C. de Cali - CL 69A, Bogotá, Colombia;10;Engativá;-74,10759999980;4,69250000082
15620;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06840000020;4,66939999908
15621;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay poca diversidad;Medio;Boyaca, Bogotá, Bogota, Colombia;10;Engativá;-74,09970000010;4,68600000069
15622;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AV. C. de Cali - CL 70, Bogotá, Colombia;10;Engativá;-74,10709999970;4,69339999929
15623;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06890000030;4,66860000044
15624;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;Boyaca Real, Bogotá, Bogota, Colombia;10;Engativá;-74,10039999990;4,68490000069
15625;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AV. C. de Cali - CL 71, Bogotá, Colombia;10;Engativá;-74,10670000040;4,69429999962
15626;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06940000040;4,66799999960
15627;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Boyaca Real, Bogotá, Bogota, Colombia;10;Engativá;-74,10020000020;4,68410000019
15628;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;AC 72 - AV. C. de Cali, Bogotá, Colombia;10;Engativá;-74,10610000040;4,69519999996
15629;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Once de Noviembre, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07010000010;4,66709999926
15630;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AC 72 - AV. C. de Cali, Bogotá, Colombia;10;Engativá;-74,10560000040;4,69569999911
15631;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Cl 68B - Kr 72A, Bogotá, Colombia;10;Engativá;-74,09939999970;4,68459999934
15632;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07039999960;4,66770000011
15633;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay poca diversidad;Alto;Cl 68B - Kr 72A, Bogotá, Colombia;10;Engativá;-74,09879999980;4,68549999967
15634;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay diversidad;Alto;Kr 84 A - Cl 68 A, Bogotá, Colombia;10;Engativá;-74,10809999980;4,68999999948
15635;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Santa Sofia, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06960000000;4,66860000044
